Zeitstempel,"Weißt du, was True-Crime-Formate sind?",Hast du schon einmal ein True-Crime-Format geschaut oder gehört?,Wie oft schaust du True-Crime-Formate?,Warum schaust du True-Crime-Formate?(mehrfache Auswahl möglich),"Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Bleibt mir mehr in Erinnerung]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich fühle mich den Charakteren näher]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich fiebere mehr mit]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich habe während des Schauens/Hörens Angst]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich habe nach dem Schauen/Hören Angst]","Glaubst du, dir könnten die gleichen Dinge passieren, die in True-Crime gezeigt werden?",Welche True-Crime-Formate schaust oder hörst du? (mehrfache Auswahl möglich),Hältst du das deutsche Rechtssystem für gerecht? ,"Denkst du, du könntest in Deutschland zu Unrecht verurteilt werden?",Sollten Polizisten deiner Meinung nach Body-Cams (Körperkameras) tragen müssen.,Welche Waffen sind deiner Meinung nach für eine*n Streifenpolizist*in angemessen? (mehrfache Auswahl möglich),"Hast du das Gefühl sicherer zu leben, weil es die Polizei in Deutschland gibt?",Wie wichtig ist in deinen Augen die Polizei in Deutschland?,Sind die Strafen in Deutschland bei Gewaltverbrechen zu harmlos?,Sollte die Todesstrafe in Deutschland eingeführt werden?,"Wie fühlst du dich, wenn du abends alleine in einer dir unbekannten Gegend unterwegs bist?","Triffst du Vorkehrungen, wenn du Abends alleine unterwegs bist? (mehrfache Auswahl möglich)","Würdest du auf eigene Faust ermitteln, wenn ... [jemand Müll in deinen Garten wirft]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Auto einen Kratzer hat]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Auto geklaut wurde]","Würdest du auf eigene Faust ermitteln, wenn ... [bei dir eingebrochen wurde]","Würdest du auf eigene Faust ermitteln, wenn ... [du Drohbriefe erhälst]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Kind seit einem Tag verschwunden ist]","Würdest du auf eigene Faust ermitteln, wenn ... [jemand aus deinem engen Umfeld ermordet wurde]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Kind entführt wurde]",Alter,Geschlecht,Berufliche Tätigkeit,Höchster Bildungsabschluss?,Welche Medien konsumierst du? (mehrfache Auswahl möglich),Hattest du schon einmal Kontakt mit der Polizei? (mehrfach Auswahl möglich)
16.03.2022 16:40:54,Ich brauche eine Erklärung,Ja,Weniger als einmal im Monat,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren, Weil mich die Polizeiarbeit interessiert",sehr stark,sehr stark,sehr stark,sehr stark,sehr stark,Ja,"Lucia Leona, Jarow",2,Ja,Ja,"Elektroschocker, Schlagstock, Pfefferspray",3,5,Ja,Nein,Ich habe schon meistens Angst,"Ja, ich nutze Sicherheitsapps, Ja, ich gebe Freunden bescheid",Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,19-25,weiblich,Auszubildende*r,Fachabitur / Fachhochschulreife,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)",Nein
16.03.2022 16:45:01,Ich brauche eine Erklärung,Ja,Weniger als einmal im Monat,Zur Unterhaltung,mittel,Sehr schwach,stark,schwach,schwach,Nein,Hab den Namen des Filmes vergessen aber da war Jake Gylenhall (oder wie der heißt) dabei,4,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,5,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,19-25,männlich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Serien im linearen Fernsehen, Filme im linearen Fernsehen, Podcasts","Ja, als Opfer"
16.03.2022 16:45:26,Ja,Ja,Weniger als einmal im Monat,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren, Weil mich die Polizeiarbeit interessiert, Weil es gerade läuft",stark,schwach,stark,mittel,schwach,Nein,"Mindhunter, Criminal Minds",3,Nein,Ja,"Pistolen, Schlagstock, Pfefferspray",4,5,Ja,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,19-25,männlich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Zeug*in"
16.03.2022 16:46:11,Ich brauche eine Erklärung,Ja,Weniger als einmal im Monat,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren, Weil mich die Polizeiarbeit interessiert",stark,mittel,sehr stark,schwach,schwach,Nein,Irgendso eine bei Netflix ,4,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",5,5,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,10-18,männlich,Student*in,Abitur,"Social-Media, Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)",Nein
16.03.2022 16:51:55,Ich brauche eine Erklärung,Nein,,,,,,,,,,4,Unwahrscheinlich,Nein,"Elektroschocker, Pfefferspray",4,5,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,19-25,männlich,Student*in,Abitur,"Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.)",Nein
16.03.2022 16:52:42,Ich brauche eine Erklärung,Ja,Weniger als einmal im Monat,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren, Weil mich die Polizeiarbeit interessiert",stark,Sehr schwach,stark,schwach,schwach,Nein,Don‘t fuck with cats ,3,Ja,Nein,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,5,Ja,Nein,Ich fühle mich gelegentlich unwohl,"Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,19-25,männlich,Student*in,Abitur,"Social-Media, Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Opfer, Ja, als Zeug*in"
16.03.2022 16:54:20,Ja,Ja,Weniger als einmal im Monat,Zur Unterhaltung,stark,mittel,Sehr schwach,Sehr schwach,Sehr schwach,Ja,YouTube ,4,Schon möglich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,5,Ja,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,19-25,männlich,Angestellte*r,Mittlerer Abschluss,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Podcasts","Ja, als Opfer, Ja, als Zeug*in"
16.03.2022 16:56:22,Ich brauche eine Erklärung,Nein,,,,,,,,,,3,Schon möglich,Ja,"Elektroschocker, Schlagstock, Pfefferspray",3,3,Ja,Nein,Ich fühle mich gelegentlich unwohl,"Ja, ich telefoniere",Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,26-35,weiblich,Student*in,Master,"Social-Media, Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)",Nein
16.03.2022 17:04:22,Ja,Nein,,,,,,,,,,4,Schon möglich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,5,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,19-25,männlich,Angestellte*r,Abitur,Ich konsumiere selten Medien,Nein
16.03.2022 17:14:22,Ja,Ja,Ein bis zweimal im Monat,Zur Unterhaltung,stark,stark,stark,schwach,mittel,Ja,"American Crime Story, Mindhunter, Auf Ex, Criminal Minds",3,Schon möglich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,4,Ja,Nein,Ich fühle mich gelegentlich unwohl,"Ja, ich telefoniere, Ja, ich gebe Freunden bescheid",Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts, Radio",Nein
16.03.2022 17:17:07,Ja,Nein,,,,,,,,,,3,Schon möglich,Ja,"Maschinengewehre, Pistolen, Elektroschocker, Schlagstock, Pfefferspray",3,4,Ja,Ja,Ich habe schon meistens Angst,"Ja, ich telefoniere, Ja, ich gebe Freunden bescheid",Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,19-25,weiblich,Angestellte*r,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Filme im linearen Fernsehen, Radio","Ja, beruflich"
16.03.2022 17:18:15,Ja,Ja,Ein bis zweimal im Monat,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren",stark,stark,sehr stark,mittel,schwach,Nein,"Aktenzeichen XY, Maximilian Pollux",4,Schon möglich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,5,Nein,Nein,Ich fühle mich gelegentlich unwohl,"Ja, ich gebe Freunden bescheid, Nein, ich schütze mich nicht besonders",Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Filme im linearen Fernsehen, Podcasts","Ja, als Beschuldigte*r, Ja, als Zeug*in"
16.03.2022 17:23:07,Ja,Ja,Ein bis zweimal die Woche,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren",mittel,Sehr schwach,mittel,stark,stark,Ja,"Aktenzeichen XY, Auf Ex, Criminal Minds",2,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,4,Ja,Ja,Ich habe schon meistens Angst,"Ja, ich telefoniere, Ja, ich gebe Freunden bescheid",Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,19-25,weiblich,Angestellte*r,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Serien im linearen Fernsehen, Filme im linearen Fernsehen, Podcasts, Radio",Nein
16.03.2022 17:37:53,Ja,Ja,Weniger als einmal im Monat,"Zur Unterhaltung, Weil es gerade läuft",mittel,mittel,stark,mittel,mittel,Ja,Criminal Minds,4,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,5,Ja,Nein,Ich fühle mich gelegentlich unwohl,"Ja, ich telefoniere, Ja, ich nutze Sicherheitsapps, Ja, ich gebe Freunden bescheid",Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts","Ja, beruflich"
16.03.2022 17:48:54,Ja,Ja,Ein bis zweimal die Woche,Weil mich die Motive der Verbrecher interessieren,stark,stark,sehr stark,stark,stark,Ja,"Aktenzeichen XY, Mordlust, Criminal Minds",2,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,5,Ja,Nein,Ich habe schon meistens Angst,"Ja, ich telefoniere, Ja, ich nutze Sicherheitsapps, Ja, ich gebe Freunden bescheid",Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts, Radio",Nein
16.03.2022 17:50:49,Ja,Nein,,,,,,,,,,4,Schon möglich,Ja,"Elektroschocker, Schlagstock, Pfefferspray",5,5,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Ja, ich gebe Freunden bescheid",Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,19-25,männlich,Student*in,Fachabitur / Fachhochschulreife,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Radio",Nein
16.03.2022 17:51:35,Ja,Nein,,,,,,,,,,4,Unwahrscheinlich,Ja,"Elektroschocker, Schlagstock",4,5,Nein,Nein,Ich fühle mich gelegentlich unwohl,"Ja, ich telefoniere, Ja, ich gebe Freunden bescheid",Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts, Radio","Ja, als Zeug*in"
16.03.2022 17:52:24,Ich brauche eine Erklärung,Nein,,,,,,,,,,4,Schon möglich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray, Unbewaffnet",4,5,Ja,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Ja, ich gebe Freunden bescheid, Nein, ich schütze mich nicht besonders",Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,19-25,männlich,Student*in,Bachelor,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts, Radio, Ich konsumiere selten Medien","Ja, als Opfer, Ja, als Zeug*in"
16.03.2022 18:04:39,Ja,Ja,Ein bis zweimal im Monat,"Weil mich die Motive der Verbrecher interessieren, Weil mich die Polizeiarbeit interessiert",stark,Sehr schwach,mittel,Sehr schwach,mittel,Nein,"Aktenzeichen XY, American Crime Story, Criminal Minds",4,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",5,3,Ja,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Ja, ich gebe Freunden bescheid",Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts","Ja, als Opfer, Ja, als Beschuldigte*r"
16.03.2022 18:06:12,Ich brauche eine Erklärung,Ja,Weniger als einmal im Monat,Zur Unterhaltung,mittel,schwach,schwach,Sehr schwach,Sehr schwach,Nein,Keine konkreten ,4,Ja,Ja,"Pistolen, Elektroschocker",5,5,Ja,Nein,Ich fühle mich gelegentlich unwohl,Immer feuerzeug oder taschenlampe in der hand ,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,19-25,männlich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)",Nein
16.03.2022 18:06:20,Ja,Ja,Weniger als einmal im Monat,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren",stark,schwach,schwach,schwach,mittel,Ja,ZEIT: Verbrechen,3,Schon möglich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",5,4,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,19-25,männlich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts",Nein
16.03.2022 18:10:09,Ich brauche eine Erklärung,Nein,,,,,,,,,,3,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",3,4,Ja,Nein,Ich habe schon meistens Angst,"Ja, ich telefoniere, Ja, ich nutze Sicherheitsapps, Schlüssel in der Hand",Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Serien im linearen Fernsehen, Filme im linearen Fernsehen, Podcasts, Radio",Nein
16.03.2022 18:29:08,Ich brauche eine Erklärung,Nein,,,,,,,,,,3,Schon möglich,Ja,"Elektroschocker, Pfefferspray",2,1,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Ja,Nein,Nein,Nein,Ja,Ja,Nein,Nein,19-25,männlich,Student*in,Fachabitur / Fachhochschulreife,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Beschuldigte*r"
16.03.2022 18:31:26,Ja,Ja,Weniger als einmal im Monat,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren, Weil es gerade läuft",stark,schwach,schwach,schwach,schwach,Ja,"Mindhunter, Criminal Minds",4,Unwahrscheinlich,Nein,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",3,5,Ja,Nein,Ich habe schon meistens Angst,"Ja, ich telefoniere, Ja, ich gebe Freunden bescheid",Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts, Radio",Nein
16.03.2022 18:31:37,Ja,Nein,,,,,,,,,,4,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",5,5,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Ja, ich telefoniere, gelegentlich Pfefferspray",Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,19-25,männlich,Auszubildende*r,Abitur,Social-Media,"Ja, als Opfer, Ja, als Beschuldigte*r"
16.03.2022 18:33:01,Ich brauche eine Erklärung,Ja,Ein bis zweimal im Monat,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren, Weil mich die Polizeiarbeit interessiert",stark,mittel,schwach,schwach,schwach,Nein,Mindhunter,4,Schon möglich,Ja,"Pistolen, Elektroschocker, Pfefferspray",3,4,Ja,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,19-25,männlich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts","Ja, als Zeug*in"
16.03.2022 18:34:52,Ich brauche eine Erklärung,Nein,,,,,,,,,,4,Ja,Nein,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,3,Ja,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,19-25,männlich,Auszubildende*r,Abitur,"Social-Media, Serien bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts, Radio","Ja, als Beschuldigte*r"
16.03.2022 18:36:25,Ja,Ja,Ein bis zweimal die Woche,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren, Weil mich die Polizeiarbeit interessiert",mittel,mittel,mittel,Sehr schwach,Sehr schwach,Ja,"Aktenzeichen XY, Menschen und Monster",3,Unwahrscheinlich,Ja,Pistolen,5,5,Ja,Nein,Ich fühle mich gelegentlich unwohl,"Ja, ich gebe Freunden bescheid",Ja,Ja,Nein,Nein,Nein,Ja,Ja,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Opfer"
16.03.2022 18:42:25,Ja,Ja,Weniger als einmal im Monat,Zur Unterhaltung,mittel,mittel,stark,Sehr schwach,Sehr schwach,Nein,"Aktenzeichen XY, Mindhunter",3,Schon möglich,Ja,"Pfefferspray, Unbewaffnet",2,3,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,19-25,männlich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Beschuldigte*r"
16.03.2022 18:51:49,Ja,Ja,Weniger als einmal im Monat,Zur Unterhaltung,mittel,schwach,stark,mittel,mittel,Ja,"Das was mir bei YouTube angezeigt wird, also keine Ahnung",4,Schon möglich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,4,Ja,Nein,Ich fühle mich gelegentlich unwohl,"Nein, ich schütze mich nicht besonders",Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)",Nein
16.03.2022 19:09:19,Ich brauche eine Erklärung,Nein,,,,,,,,,,4,Schon möglich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",5,5,Ja,Nein,Ich fühle mich gelegentlich unwohl,"Nein, ich schütze mich nicht besonders",Nein,Nein,Ja,Nein,Ja,Ja,Ja,Ja,19-25,männlich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts","Ja, als Beschuldigte*r"
16.03.2022 19:32:13,Ja,Nein,,,,,,,,,,3,Ja,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",5,5,Nein,Nein,Ich fühle mich sicher,"Nein, ich schütze mich nicht besonders",Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,10-18,männlich,Schüler*in,Fachabitur / Fachhochschulreife,Social-Media,"Ja, beruflich, Nein"
16.03.2022 20:03:30,Ja,Nein,,,,,,,,,,4,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",3,3,Nein,Nein,"Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders",Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,19-25,männlich,Angestellte*r,Abitur,"Social-Media, Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts, Radio","Ja, als Zeug*in"
16.03.2022 20:24:15,Ja,Ja,Ein bis zweimal die Woche,"Zur Unterhaltung, Weil mich die Polizeiarbeit interessiert",sehr stark,stark,stark,Sehr schwach,Sehr schwach,Ja,"Aktenzeichen XY, YouTube ",4,Unwahrscheinlich,Nein,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",4,4,Nein,Nein,Ich fühle mich gelegentlich unwohl,"Ja, ich nutze Sicherheitsapps, Ja, ich gebe Freunden bescheid",Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.)",Nein
16.03.2022 21:39:31,Ja,Nein,,,,,,,,,,4,Unwahrscheinlich,Ja,"Pistolen, Elektroschocker, Schlagstock, Pfefferspray",3,3,Ja,Nein,Ich fühle mich gelegentlich unwohl,"Ja, ich gebe Freunden bescheid, Ich passe auf und gehe fast nie alleine",Nein,Ja,Nein,Ja,Ja,Ja,Nein,Nein,10-18,weiblich,Schüler*in,Fachabitur / Fachhochschulreife,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Serien im linearen Fernsehen, Filme im linearen Fernsehen","Ja, als Opfer, Ja, als Beschuldigte*r"
16.03.2022 21:44:49,Ja,Ja,Ein bis zweimal im Monat,Weil mich die Motive der Verbrecher interessieren,schwach,schwach,schwach,schwach,schwach,Ja,"Aktenzeichen XY, Mordlust",4,Ja,Ja,"Elektroschocker, Schlagstock, Pfefferspray",4,4,Nein,Nein,Ich habe schon meistens Angst,"Ja, ich telefoniere, Ja, ich gebe Freunden bescheid",Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Nachrichten (Bild, Welt... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts","Ja, als Opfer, Ja, als Zeug*in"
17.03.2022 01:02:01,Ja,Ja,Ein bis zweimal im Monat,"Zur Unterhaltung, Weil mich die Motive der Verbrecher interessieren",stark,mittel,mittel,stark,stark,Ja,"Mindhunter, Mordlust, Auf Ex",4,Schon möglich,Ja,"Elektroschocker, Schlagstock, Pfefferspray",5,4,Nein,Nein,Ich habe schon meistens Angst,"Ja, ich telefoniere, Ja, ich nutze Sicherheitsapps, Ja, ich gebe Freunden bescheid",Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts, Radio","Ja, als Zeug*in"
17.03.2022 06:46:30,Ja,Ja,Ein bis zweimal im Monat,Zur Unterhaltung,stark,mittel,mittel,Sehr schwach,schwach,Ja,"Mordlust, Auf Ex",4,Unwahrscheinlich,Ja,"Pistolen, Schlagstock, Pfefferspray",4,4,Nein,Nein,Ich fühle mich gelegentlich unwohl,"Ja, ich telefoniere, Ja, ich gebe Freunden bescheid",Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,19-25,weiblich,Student*in,Abitur,"Social-Media, Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.), Serien bei Streaminganbietern (Netflix, Disney+... etc.), Filme bei Streaminganbietern (Netflix, Disney+... etc.), Podcasts, Radio",Nein
