"Zeitstempel","Weißt du, was True-Crime-Formate sind?","Hast du schon einmal ein True-Crime-Format geschaut oder gehört?","Wie oft schaust du True-Crime-Formate?","Warum schaust du True-Crime-Formate?(mehrfache Auswahl möglich)","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Bleibt mir mehr in Erinnerung]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich fühle mich den Charakteren näher]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich fiebere mehr mit]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich habe während des Schauens/Hörens Angst]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich habe nach dem Schauen/Hören Angst]","Glaubst du, dir könnten die gleichen Dinge passieren, die in True-Crime gezeigt werden?","Welche True-Crime-Formate schaust oder hörst du? (mehrfache Auswahl möglich)","Hältst du das deutsche Rechtssystem für gerecht? ","Denkst du, du könntest in Deutschland zu Unrecht verurteilt werden?","Sollten Polizisten deiner Meinung nach Body-Cams (Körperkameras) tragen müssen.","Welche Waffen sind deiner Meinung nach für eine*n Streifenpolizist*in angemessen? (mehrfache Auswahl möglich)","Hast du das Gefühl sicherer zu leben, weil es die Polizei in Deutschland gibt?","Wie wichtig ist in deinen Augen die Polizei in Deutschland?","Sind die Strafen in Deutschland bei Gewaltverbrechen zu harmlos?","Sollte die Todesstrafe in Deutschland eingeführt werden?","Wie fühlst du dich, wenn du abends alleine in einer dir unbekannten Gegend unterwegs bist?","Triffst du Vorkehrungen, wenn du Abends alleine unterwegs bist? (mehrfache Auswahl möglich)","Würdest du auf eigene Faust ermitteln, wenn ... [jemand Müll in deinen Garten wirft]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Auto einen Kratzer hat]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Auto geklaut wurde]","Würdest du auf eigene Faust ermitteln, wenn ... [bei dir eingebrochen wurde]","Würdest du auf eigene Faust ermitteln, wenn ... [du Drohbriefe erhälst]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Kind seit einem Tag verschwunden ist]","Würdest du auf eigene Faust ermitteln, wenn ... [jemand aus deinem engen Umfeld ermordet wurde]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Kind entführt wurde]","Alter","Geschlecht","Berufliche Tätigkeit","Höchster Bildungsabschluss?","Welche Medien konsumierst du? (mehrfache Auswahl möglich)","Hattest du schon einmal Kontakt mit der Polizei? (mehrfach Auswahl möglich)"
"2022/03/16 4:32:33 PM OEZ","Ich brauche eine Erklärung","Ja","Weniger als einmal im Monat","Zur Unterhaltung","schwach","schwach","mittel","Sehr schwach","Sehr schwach","Nein","Aktenzeichen XY","1","Ja","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","4","5","Ja","Ja","Ich fühle mich sicher","Nein, ich schütze mich nicht besonders","Nein","Nein","Ja","Ja","Ja","Ja","Ja","Ja","19-25","männlich","Auszubildende*r","Abitur","Social-Media","Ja, als Opfer;Ja, als Zeug*in"
"2022/03/16 4:37:12 PM OEZ","Ich brauche eine Erklärung","Ja","Weniger als einmal im Monat","Zur Unterhaltung","stark","sehr stark","stark","schwach","schwach","Nein","Aktenzeichen XY","4","Ja","Ja","Pistolen;Elektroschocker;Pfefferspray","4","4","Nein","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","19-25","männlich","Auszubildende*r","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Radio","Ja, als Opfer;Ja, als Beschuldigte*r"
"2022/03/16 4:37:40 PM OEZ","Ja","Nein","","","","","","","","","","5","Schon möglich","Ja","Pistolen;Elektroschocker;Pfefferspray","5","5","Nein","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","19-25","männlich","Angestellte*r","Fachabitur / Fachhochschulreife","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Opfer;Ja, beruflich"
"2022/03/16 4:39:40 PM OEZ","Ja","Nein","","","","","","","","","","2","Unwahrscheinlich","Ja","Schlagstock;Pfefferspray","3","3","Ja","Nein","Ich fühle mich gelegentlich unwohl","Nein, ich schütze mich nicht besonders","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","19-25","weiblich","Angestellte*r","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Radio","Nein"
"2022/03/16 4:46:01 PM OEZ","Ich brauche eine Erklärung","Ja","Weniger als einmal im Monat","Weil mich die Motive der Verbrecher interessieren;Weil mich die Polizeiarbeit interessiert","mittel","mittel","schwach","Sehr schwach","Sehr schwach","Nein","Aktenzeichen XY;Criminal Minds","4","Unwahrscheinlich","Nein","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","5","5","Nein","Nein","Ich fühle mich sicher","Nein, ich schütze mich nicht besonders","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","46-55","weiblich","Beamte*r","Master","Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien im linearen Fernsehen;Filme im linearen Fernsehen;Radio","Ja, als Zeug*in;Ja, beruflich"
"2022/03/16 4:47:01 PM OEZ","Ich brauche eine Erklärung","Nein","","","","","","","","","","3","Schon möglich","Nein","Pistolen","4","5","Nein","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","19-25","männlich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts","Nein"
"2022/03/16 4:49:03 PM OEZ","Ich brauche eine Erklärung","Nein","","","","","","","","","","3","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","4","5","Ja","Nein","Ich fühle mich gelegentlich unwohl","Ja, ich gebe Freunden bescheid","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Ja","19-25","weiblich","Auszubildende*r","Fachabitur / Fachhochschulreife","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Nein"
"2022/03/16 4:50:04 PM OEZ","Ich brauche eine Erklärung","Nein","","","","","","","","","","5","Nein","Nein","Pistolen;Elektroschocker;Schlagstock","4","3","Nein","Nein","Ich fühle mich sicher","Nein, ich schütze mich nicht besonders","Nein","Ja","Nein","Ja","Nein","Ja","Ja","Ja","19-25","männlich","Student*in","Bachelor","Social-Media;Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts","Nein"
"2022/03/16 4:51:41 PM OEZ","Ja","Nein","","","","","","","","","","2","Unwahrscheinlich","Ja","Pistolen;Schlagstock;Pfefferspray","4","4","Ja","Nein","Ich fühle mich sicher","Nein, ich schütze mich nicht besonders","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","10-18","männlich","Schüler*in","Mittlerer Abschluss","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Beschuldigte*r"
"2022/03/16 4:52:45 PM OEZ","Ich brauche eine Erklärung","Nein","","","","","","","","","","2","Schon möglich","Ja","Pistolen;Elektroschocker;Pfefferspray","4","4","Ja","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","19-25","männlich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.)","Nein"
"2022/03/16 4:55:47 PM OEZ","Ja","Nein","","","","","","","","","","3","Unwahrscheinlich","Nein","Pfefferspray","1","4","Ja","Nein","Ich fühle mich sicher","Nein, ich schütze mich nicht besonders","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Ja","19-25","männlich","Student*in","Abitur","Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Podcasts","Ja, als Beschuldigte*r"
"2022/03/16 4:57:46 PM OEZ","Ich brauche eine Erklärung","Ja","Ein bis zweimal im Monat","Zur Unterhaltung","mittel","schwach","mittel","mittel","Sehr schwach","Nein","Aktenzeichen XY","4","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray;Unbewaffnet","4","5","Ja","Ja","Ich fühle mich sicher","Nein, ich schütze mich nicht besonders","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Nein","19-25","männlich","Student Athlete ","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Opfer;Ja, als Zeug*in"
"2022/03/16 5:00:38 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Weil es gerade läuft","schwach","schwach","mittel","mittel","schwach","Ja","Aktenzeichen XY;Jarow","3","Unwahrscheinlich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","4","5","Ja","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","19-25","männlich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Filme im linearen Fernsehen;Podcasts;Radio","Nein"
"2022/03/16 5:00:49 PM OEZ","Ja","Ja","Ein bis zweimal im Monat","Zur Unterhaltung","mittel","schwach","mittel","schwach","Sehr schwach","Nein","Mordlust","4","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","4","4","Ja","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Nein","Ja","Ja","Nein","Nein","Ja","Nein","Ja","19-25","männlich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Opfer;Ja, als Beschuldigte*r;Ja, als Zeug*in"
"2022/03/16 5:02:35 PM OEZ","Ja","Ja","Ein bis zweimal im Monat","Weil mich die Motive der Verbrecher interessieren;Weil mich die Polizeiarbeit interessiert","stark","schwach","schwach","Sehr schwach","Sehr schwach","Ja","Aktenzeichen XY;Dokus auf YouTube","2","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","3","4","Ja","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Ja","19-25","männlich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Serien im linearen Fernsehen;Radio","Ja, als Opfer;Ja, als Beschuldigte*r"
"2022/03/16 5:02:37 PM OEZ","Ich brauche eine Erklärung","Nein","","","","","","","","","","5","Unwahrscheinlich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","5","5","Nein","Nein","Ich fühle mich sicher","Nein, ich schütze mich nicht besonders","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","46-55","männlich","Beamte*r","Master","Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Filme im linearen Fernsehen;Radio","Ja, beruflich"
"2022/03/16 5:05:48 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Zur Unterhaltung;Weil mich die Motive der Verbrecher interessieren;Weil mich die Polizeiarbeit interessiert","mittel","schwach","stark","stark","stark","Nein","Aktenzeichen XY","4","Schon möglich","Ja","Pistolen;Pfefferspray","5","5","Nein","Nein","Ich habe schon meistens Angst","Ja, ich telefoniere","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","19-25","weiblich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts","Nein"
"2022/03/16 5:08:20 PM OEZ","Ja","Nein","","","","","","","","","","4","Schon möglich","Ja","Pistolen;Elektroschocker;Pfefferspray","4","5","Ja","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Ja","Nein","Nein","Nein","Ja","Ja","Ja","Ja","19-25","männlich","Schüler*in","Mittlerer Abschluss","Social-Media","Ja, als Zeug*in"
"2022/03/16 5:08:31 PM OEZ","Ich brauche eine Erklärung","Nein","","","","","","","","","","3","Schon möglich","Ja","Pistolen;Elektroschocker;Pfefferspray","3","5","Ja","Nein","Ich fühle mich gelegentlich unwohl","Ja, ich gebe Freunden bescheid","Ja","Nein","Nein","Nein","Ja","Ja","Ja","Ja","19-25","weiblich","Auszubildende*r","Mittlerer Abschluss","Social-Media;Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Nein"
"2022/03/16 5:08:32 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Weil es gerade läuft","stark","stark","mittel","stark","stark","Nein","Aktenzeichen XY","4","Unwahrscheinlich","Ja","Schlagstock;Pfefferspray","4","4","Nein","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Ja, ich gebe Freunden bescheid","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","19-25","männlich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts","Nein"
"2022/03/16 5:09:28 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Weil mich die Polizeiarbeit interessiert","mittel","stark","mittel","stark","mittel","Ja","Aktenzeichen XY","4","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock","4","4","Ja","Nein","Ich habe schon meistens Angst","Ja, ich telefoniere;Ja, ich nutze Sicherheitsapps;Ja, ich gebe Freunden bescheid","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","19-25","weiblich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Filme im linearen Fernsehen;Podcasts;Radio","Ja, als Opfer;Ja, als Zeug*in"
"2022/03/16 5:10:56 PM OEZ","Ja","Nein","","","","","","","","","","4","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","4","3","Ja","Nein","Ich fühle mich gelegentlich unwohl","Ja, ich telefoniere;Ja, ich gebe Freunden bescheid","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","19-25","weiblich","Auszubildende*r","Abitur","Social-Media;Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts;Radio","Ja, als Opfer"
"2022/03/16 5:11:33 PM OEZ","Ja","Nein","","","","","","","","","","5","Nein","Ja","Elektroschocker;Schlagstock;Pfefferspray;Unbewaffnet","5","4","Nein","Nein","Ich fühle mich sicher","Nein, ich schütze mich nicht besonders","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","19-25","männlich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts","Ja, beruflich;Nein"
"2022/03/16 5:15:05 PM OEZ","Ich brauche eine Erklärung","Ja","Ein bis zweimal im Monat","Zur Unterhaltung;Weil mich die Motive der Verbrecher interessieren;Weil mich die Polizeiarbeit interessiert","mittel","schwach","sehr stark","Sehr schwach","Sehr schwach","Nein","medical detectives","3","Ja","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","3","3","Ja","Nein","Ich fühle mich gelegentlich unwohl","Ja, ich gebe Freunden bescheid","Nein","Ja","Ja","Ja","Ja","Ja","Ja","Ja","10-18","weiblich","Schüler*in","Mittlerer Abschluss","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Opfer"
"2022/03/16 5:17:15 PM OEZ","Ich brauche eine Erklärung","Ja","Ein bis zweimal im Monat","Weil es gerade läuft","stark","mittel","stark","Sehr schwach","Sehr schwach","Ja","Aktenzeichen XY;American Crime Story;Criminal Minds","4","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","5","5","Nein","Nein","Ich fühle mich sicher","Nein, ich schütze mich nicht besonders","Nein","Nein","Ja","Nein","Ja","Ja","Ja","Ja","19-25","männlich","Dualer Student ","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts","Ja, als Opfer;Ja, als Beschuldigte*r;Ja, als Zeug*in"
